0 0 1.6216e+08
0 1 4.61997e+07
0 2 1.74343e+06
0 3 1.71132e+06
0 4 1.77335e+06
0 5 -1.05957e+06
0 6 -1.97899e+06
0 7 -451320
0 8 -703749
0 9 343366
0 10 -512547
0 11 -72963.3
0 12 303225
0 13 246840
0 14 639219
0 15 538954
0 16 531650
0 17 184446
0 18 78649.3
0 19 151844
0 20 -55184.7
0 21 160590
0 22 89700.6
0 23 250741
0 24 100523
0 25 225868
0 26 165129
0 27 -8626.54
0 28 124798
0 29 44055.1
0 30 37515.9
0 31 113408
0 32 138780
0 33 70340.6
0 34 113115
0 35 80074.8
0 36 -65725.5
0 37 95594.9
0 38 4.2896e+07
0 39 5.04682e+07
0 40 747770
0 41 -4.98452e+06
0 42 -232554
0 43 2.76204e+06
0 44 -1.22066e+06
0 45 -2.74058e+06
0 46 -781460
0 47 -1.99232e+06
0 48 -1.50189e+06
0 49 -312148
0 50 -512674
0 51 -72629.3
0 52 624387
0 53 1.13573e+06
0 54 1.45352e+06
0 55 200884
0 56 125833
0 57 233197
0 58 482799
0 59 260861
0 60 41016.3
0 61 330999
0 62 213351
0 63 179600
0 64 -67813.1
0 65 -317287
0 66 -231186
0 67 51847.4
0 68 -213708
0 69 -98384.9
0 70 -4005.96
0 71 -123898
0 72 -192184
0 73 -137810
0 74 -55189.3
0 75 -94949.4
1 0 4.61997e+07
1 1 8.88449e+07
1 2 2.36916e+07
1 3 3.99037e+06
1 4 1.91316e+06
1 5 -647727
1 6 -974244
1 7 326509
1 8 -93685.7
1 9 1.04191e+06
1 10 319624
1 11 398211
1 12 190575
1 13 -264624
1 14 379821
1 15 358482
1 16 298478
1 17 153849
1 18 204743
1 19 221776
1 20 228151
1 21 104235
1 22 5018.73
1 23 46837.6
1 24 -62924.5
1 25 101831
1 26 89483.4
1 27 50766.5
1 28 40309.5
1 29 -35521.7
1 30 -27893.9
1 31 86892.7
1 32 107845
1 33 -18165.4
1 34 -68700.9
1 35 34487.2
1 36 17253
1 37 16711.5
1 38 2.08818e+07
1 39 2.81869e+07
1 40 2.76008e+07
1 41 555581
1 42 -1.11573e+06
1 43 -726721
1 44 -1.23535e+06
1 45 -1.66317e+06
1 46 -822248
1 47 -327828
1 48 257944
1 49 -387868
1 50 -23223.7
1 51 2508.33
1 52 725240
1 53 847834
1 54 796828
1 55 938125
1 56 293116
1 57 205279
1 58 448264
1 59 322687
1 60 -17040
1 61 140096
1 62 264772
1 63 -35304.4
1 64 135319
1 65 178912
1 66 -9324.41
1 67 76170.8
1 68 79418
1 69 -5041.59
1 70 76022.8
1 71 -8925.59
1 72 -179082
1 73 89820.1
1 74 134801
1 75 96533
2 0 1.74343e+06
2 1 2.36916e+07
2 2 4.54135e+07
2 3 1.33862e+07
2 4 2.52834e+06
2 5 680319
2 6 -588623
2 7 -385102
2 8 204462
2 9 388711
2 10 26372.4
2 11 395628
2 12 350962
2 13 -127517
2 14 59389.6
2 15 198148
2 16 221658
2 17 206286
2 18 170851
2 19 136384
2 20 -24837.6
2 21 -22790
2 22 -27126.6
2 23 2351.01
2 24 61950.8
2 25 -23293.5
