           1           1   162160000.000000     
           1           2   46199700.0000000     
           1           3   1743430.00000000     
           1           4   1711320.00000000     
           1           5   1773350.00000000     
           1           6  -1059570.00000000     
           1           7  -1978990.00000000     
           1           8  -451320.000000000     
           1           9  -703749.000000000     
           1          10   343366.000000000     
           1          11  -512547.000000000     
           1          12  -72963.3000000000     
           1          13   303225.000000000     
           1          14   246840.000000000     
           1          15   639219.000000000     
           1          16   538954.000000000     
           1          17   531650.000000000     
           1          18   184446.000000000     
           1          19   78649.3000000000     
           1          20   151844.000000000     
           1          21  -55184.7000000000     
           1          22   160590.000000000     
           1          23   89700.6000000000     
           1          24   250741.000000000     
           1          25   100523.000000000     
           1          26   225868.000000000     
           1          27   165129.000000000     
           1          28  -8626.54000000000     
           1          29   42896000.0000000     
           1          30   50468200.0000000     
           1          31   747770.000000000     
           1          32  -4984520.00000000     
           1          33  -232554.000000000     
           1          34   2762040.00000000     
           1          35  -1220660.00000000     
           1          36  -2740580.00000000     
           1          37  -781460.000000000     
           1          38  -1992320.00000000     
           1          39  -1501890.00000000     
           1          40  -312148.000000000     
           1          41  -512674.000000000     
           1          42  -72629.3000000000     
           1          43   624387.000000000     
           1          44   1135730.00000000     
           1          45   1453520.00000000     
           1          46   200884.000000000     
           1          47   125833.000000000     
           1          48   233197.000000000     
           1          49   482799.000000000     
           1          50   260861.000000000     
           1          51   41016.3000000000     
           1          52   330999.000000000     
           1          53   213351.000000000     
           1          54   179600.000000000     
           1          55  -67813.1000000000     
           1          56  -317287.000000000     
           2           1   46199700.0000000     
           2           2   88844900.0000000     
           2           3   23691600.0000000     
           2           4   3990370.00000000     
           2           5   1913160.00000000     
           2           6  -647727.000000000     
           2           7  -974244.000000000     
           2           8   326509.000000000     
           2           9  -93685.7000000000     
           2          10   1041910.00000000     
           2          11   319624.000000000     
           2          12   398211.000000000     
           2          13   190575.000000000     
           2          14  -264624.000000000     
           2          15   379821.000000000     
           2          16   358482.000000000     
           2          17   298478.000000000     
           2          18   153849.000000000     
           2          19   204743.000000000     
           2          20   221776.000000000     
           2          21   228151.000000000     
           2          22   104235.000000000     
           2          23   5018.73000000000     
           2          24   46837.6000000000     
           2          25  -62924.5000000000     
           2          26   101831.000000000     
           2          27   89483.4000000000     
           2          28   50766.5000000000     
           2          29   20881800.0000000     
           2          30   28186900.0000000     
           2          31   27600800.0000000     
           2          32   555581.000000000     
           2          33  -1115730.00000000     
           2          34  -726721.000000000     
           2          35  -1235350.00000000     
           2          36  -1663170.00000000     
           2          37  -822248.000000000     
           2          38  -327828.000000000     
           2          39   257944.000000000     
           2          40  -387868.000000000     
           2          41  -23223.7000000000     
           2          42   2508.33000000000     
           2          43   725240.000000000     
           2          44   847834.000000000     
           2          45   796828.000000000     
           2          46   938125.000000000     
           2          47   293116.000000000     
           2          48   205279.000000000     
           2          49   448264.000000000     
           2          50   322687.000000000     
           2          51  -17040.0000000000     
           2          52   140096.000000000     
           2          53   264772.000000000     
           2          54  -35304.4000000000     
           2          55   135319.000000000     
           2          56   178912.000000000     
           3           1   1743430.00000000     
           3           2   23691600.0000000     
           3           3   45413500.0000000     
           3           4   13386200.0000000     
           3           5   2528340.00000000     
           3           6   680319.000000000     
           3           7  -588623.000000000     
           3           8  -385102.000000000     
           3           9   204462.000000000     
           3          10   388711.000000000     
           3          11   26372.4000000000     
           3          12   395628.000000000     
           3          13   350962.000000000     
           3          14  -127517.000000000     
           3          15   59389.6000000000     
           3          16   198148.000000000     
           3          17   221658.000000000     
           3          18   206286.000000000     
           3          19   170851.000000000     
           3          20   136384.000000000     
           3          21  -24837.6000000000     
           3          22  -22790.0000000000     
           3          23  -27126.6000000000     
           3          24   2351.01000000000     
           3          25   61950.8000000000     
           3          26  -23293.5000000000     
           3          27   94792.0000000000     
           3          28   95092.2000000000     
           3          29   7912470.00000000     
           3          30   16674400.0000000     
           3          31   14245900.0000000     
           3          32   11740400.0000000     
           3          33   1413630.00000000     
           3          34   2176320.00000000     
           3          35   348644.000000000     
           3          36   122809.000000000     
           3          37   1054100.00000000     
           3          38  -647404.000000000     
           3          39  -327124.000000000     
           3          40   321875.000000000     
           3          41   234532.000000000     
           3          42   60512.2000000000     
           3          43  -19202.0000000000     
           3          44   286700.000000000     
           3          45   263331.000000000     
           3          46   545366.000000000     
           3          47  -43980.4000000000     
           3          48  -280726.000000000     
           3          49   150142.000000000     
           3          50   299941.000000000     
           3          51  -161831.000000000     
           3          52  -154857.000000000     
           3          53   128297.000000000     
           3          54  -81744.1000000000     
           3          55  -73865.0000000000     
           3          56   116780.000000000     
           4           1   1711320.00000000     
           4           2   3990370.00000000     
           4           3   13386200.0000000     
           4           4   26205300.0000000     
           4           5   8069250.00000000     
           4           6   457945.000000000     
           4           7   165102.000000000     
           4           8   489440.000000000     
           4           9   461710.000000000     
           4          10   293646.000000000     
           4          11   298542.000000000     
           4          12   29656.7000000000     
           4          13  -69497.0000000000     
           4          14  -173549.000000000     
           4          15   100592.000000000     
           4          16  -14301.7000000000     
           4          17   87125.6000000000     
           4          18   168529.000000000     
           4          19   120107.000000000     
           4          20   94532.3000000000     
           4          21   28241.9000000000     
           4          22   15071.7000000000     
           4          23  -116456.000000000     
           4          24   1195.88000000000     
           4          25   108511.000000000     
           4          26   59158.9000000000     
           4          27   89540.6000000000     
           4          28   45958.7000000000     
           4          29   1797970.00000000     
           4          30   1807640.00000000     
