0.025 6.835872804764712984e-04
0.075 0.000000000000000000e+00
0.125 5.464381866358533450e-03
0.175 1.996468485905178100e-02
0.225 2.741000477130243196e-01
0.275 3.689378504031836092e-01
0.325 2.211356647719757262e+00
0.375 4.050984031397224072e+00
0.425 3.001462127351386844e+00
0.475 2.457787192526363462e+00
0.525 2.569638468520975660e+00
0.575 8.801906093193133662e-01
0.625 5.660140989769768538e-01
0.675 7.687927056082228816e-01
0.725 3.061523801682617951e-01
0.775 3.484474701466495072e-01
0.825 1.434700395946964802e-01
0.875 5.560975806159865198e-02
0.925 6.788247743678402224e-02
0.975 1.144734647858148407e-01
1.025 9.909698709470050881e-02
1.075 1.900502805715363897e-01
1.125 3.543092678052053857e-01
1.175 2.497978023080375809e-01
1.225 2.846009581446571901e-01
1.275 5.406142017942870692e-02
1.325 1.051914752052996310e-01
1.375 8.817722737748863449e-02
1.425 7.661267093856495743e-03
1.475 1.019074302260704334e-02
1.525 0.000000000000000000e+00
1.575 1.661662686436026284e-02
1.625 1.441118271425777947e-02
1.675 0.000000000000000000e+00
1.725 0.000000000000000000e+00
1.775 0.000000000000000000e+00
1.825 0.000000000000000000e+00
1.875 6.438180038306385460e-05
1.925 0.000000000000000000e+00
1.975 0.000000000000000000e+00
2.025 8.011468942156231825e-05
2.075 2.200709327712852308e-11
2.125 4.833367360088742983e-05
2.175 0.000000000000000000e+00
2.225 5.138921015798483116e-05
2.275 0.000000000000000000e+00
2.325 4.097576965920939063e-02
2.375 3.998312203797535665e-03
2.425 7.532856843733738358e-03
2.475 2.145394457389231211e-04
2.525 1.039707244505376320e-02
2.575 1.011947601287551540e-02
2.625 2.014811113690421346e-02
2.675 2.605957025510574447e-03
2.725 0.000000000000000000e+00
2.775 0.000000000000000000e+00
2.825 3.293396847052277449e-02
2.875 2.789610972868725169e-02
2.925 8.771549153667091868e-04
2.975 9.459509142206933355e-03
3.025 4.306616317128027054e-03
3.075 9.948965794758081547e-04
3.125 0.000000000000000000e+00
3.175 3.492990119739611200e-04
3.225 0.000000000000000000e+00
3.275 3.808626856089501874e-04
3.325 4.041593096628636436e-06
3.375 7.180374946979642924e-03
3.425 7.882317773519951012e-03
3.475 1.259212725494828489e-01
