0.150  2.28668
0.160  2.32226
0.170  2.46056
0.180  2.53195
0.190  2.56436
0.200  2.61149
0.210  2.69334
0.220  2.79500
0.230  2.88811
0.240  2.95336
0.250  2.99367
0.260  3.03488
0.270  3.11612
0.280  3.27453
0.290  3.52991
0.300  3.87432
0.310  4.26989
0.320  4.65593
0.330  4.96386
0.340  5.13621
0.350  5.14442
0.360  4.99924
0.370  4.74862
0.380  4.46044
0.390  4.19255
0.400  3.95995
0.410  3.71997
0.420  3.41016
0.430  3.09216
