0.150  1.04912
0.160  1.03735
0.170  1.06278
0.180  1.11716
0.190  1.19232
0.200  1.28048
0.210  1.37458
0.220  1.46854
0.230  1.55732
0.240  1.63705
0.250  1.70501
0.260  1.75958
0.270  1.80020
0.280  1.82720
0.290  1.84173
0.300  1.84556
0.310  1.84094
0.320  1.83046
0.330  1.81683
0.340  1.80280
0.350  1.79094
0.360  1.78360
0.370  1.78271
0.380  1.78976
0.390  1.80569
0.400  1.83090
0.410  1.86515
0.420  1.90765
0.430  1.95704
