0.025 4.149145637690374380e-03
0.075 0.000000000000000000e+00
0.125 1.452248878753785097e-02
0.175 1.415886334846695738e-02
0.225 1.021794037329973835e-02
0.275 2.734869818655646587e-02
0.325 2.597211050854275616e-01
0.375 4.372622692292705282e-01
0.425 4.012791440167711721e-01
0.475 8.946980047639360167e-01
0.525 2.801274631971705897e+00
0.575 1.631394920841584772e+00
0.625 2.064442233053877640e+00
0.675 3.256629402360983860e+00
0.725 1.990250792776036670e+00
0.775 1.091268063960269430e+00
0.825 7.716209165169010120e-01
0.875 7.062614186424773788e-01
0.925 4.060336042883374019e-01
0.975 8.077217626149226781e-01
1.025 7.650863459343145712e-01
1.075 3.261002919118302645e-01
1.125 2.513794683626017212e-01
1.175 3.139012034352614555e-01
1.225 2.246717281605263850e-01
1.275 1.265251961922263524e-01
1.325 8.266291658058184944e-02
1.375 7.605114236238444403e-02
1.425 3.088462822752313305e-02
1.475 3.999554150196674325e-03
1.525 1.341487448094866308e-02
1.575 0.000000000000000000e+00
1.625 2.116809565294126838e-02
1.675 0.000000000000000000e+00
1.725 0.000000000000000000e+00
1.775 0.000000000000000000e+00
1.825 1.837607481871135224e-03
1.875 5.133498023556982330e-04
1.925 0.000000000000000000e+00
1.975 0.000000000000000000e+00
2.025 0.000000000000000000e+00
2.075 0.000000000000000000e+00
2.125 2.034967040343638092e-03
2.175 0.000000000000000000e+00
2.225 0.000000000000000000e+00
2.275 3.313829166654820926e-04
2.325 4.824411918757028593e-03
2.375 2.875707150456015929e-05
2.425 5.507665800712571898e-03
2.475 7.125765764670219556e-03
2.525 7.651550453905022094e-03
2.575 8.550396299200515964e-04
2.625 4.553819782196880800e-03
2.675 4.772731365930987790e-02
2.725 8.458369952301719123e-04
2.775 2.503737117027923613e-03
2.825 8.195511637149760845e-03
2.875 1.384426480994101335e-03
2.925 2.412218726651271100e-03
2.975 3.327738071014480787e-10
3.025 3.709427766457792149e-03
3.075 1.688293188917808479e-03
3.125 1.379209859757104910e-02
3.175 7.194541871365054699e-05
3.225 0.000000000000000000e+00
3.275 1.630160232134348838e-02
3.325 2.690217392591443685e-03
3.375 9.605967282325754007e-05
3.425 0.000000000000000000e+00
3.475 3.721614112214795267e-02
