  1  0.64495E-04  0.41703E-04  0.39642E-04
  2  0.57090E-04  0.21845E-04  0.20756E-04
  3  0.43502E-04  0.11089E-04  0.10946E-04
  4  0.15211E-04  0.54679E-05  0.56725E-05
  5  0.78642E-05  0.32119E-05  0.29331E-05
  6  0.76325E-06  0.18751E-05  0.15862E-05
  7  0.71778E-06  0.12690E-05  0.92715E-06
  8  0.11540E-04  0.57876E-05  0.55889E-05
  9  0.76294E-05  0.32431E-05  0.28020E-05
 10  0.17922E-05  0.18163E-05  0.13840E-05
 11  0.93484E-06  0.12173E-05  0.75736E-06
 12  0.10910E-05  0.64614E-06  0.44576E-06
 13  0.67761E-06  0.45574E-06  0.30884E-06
 14  0.39016E-04  0.32011E-04  0.31313E-04
 15  0.49506E-04  0.16504E-04  0.17122E-04
 16  0.14031E-04  0.89712E-05  0.80585E-05
 17  0.13205E-04  0.43558E-05  0.42758E-05
 18  0.33855E-05  0.24251E-05  0.22302E-05
 19  0.34000E-05  0.15311E-05  0.12886E-05
 20  0.33540E-06  0.89760E-06  0.75172E-06
 21  0.21281E-05  0.46118E-05  0.41577E-05
 22  0.50797E-05  0.22596E-05  0.20962E-05
 23 -0.96202E-06  0.14711E-05  0.10796E-05
 24  0.14446E-05  0.87477E-06  0.58237E-06
 25  0.85822E-06  0.53035E-06  0.33419E-06
 26 -0.13037E-06  0.34649E-06  0.24274E-06
 27  0.28638E-04  0.33064E-04  0.32194E-04
 28  0.65419E-04  0.17534E-04  0.16114E-04
 29  0.18485E-04  0.84288E-05  0.87605E-05
 30  0.14963E-04  0.48198E-05  0.43548E-05
 31  0.75907E-05  0.24816E-05  0.24791E-05
 32  0.40821E-05  0.14505E-05  0.14098E-05
 33  0.20016E-05  0.10550E-05  0.83196E-06
 34  0.60945E-05  0.45637E-05  0.42730E-05
 35  0.49622E-05  0.24801E-05  0.20398E-05
 36  0.18759E-06  0.12965E-05  0.11011E-05
 37  0.13007E-05  0.87374E-06  0.59209E-06
 38  0.78067E-06  0.50494E-06  0.36488E-06
 39  0.48168E-07  0.36772E-06  0.28446E-06
 40  0.97915E-04  0.39729E-04  0.37568E-04
 41  0.73959E-04  0.20657E-04  0.19046E-04
 42  0.42971E-04  0.11218E-04  0.96997E-05
 43  0.23757E-04  0.56188E-05  0.50062E-05
 44  0.84999E-05  0.29624E-05  0.27195E-05
 45  0.55986E-05  0.18782E-05  0.15152E-05
 46  0.24282E-06  0.11194E-05  0.93459E-06
 47  0.13262E-04  0.52865E-05  0.46853E-05
 48  0.31675E-05  0.25223E-05  0.23452E-05
 49  0.24844E-05  0.16897E-05  0.12471E-05
 50  0.25403E-05  0.10489E-05  0.66356E-06
 51  0.72849E-06  0.65000E-06  0.41609E-06
 52  0.75776E-06  0.40693E-06  0.33538E-06
 53  0.83592E-04  0.49436E-04  0.48307E-04
 54  0.31335E-04  0.25192E-04  0.24699E-04
 55  0.34098E-04  0.12630E-04  0.12910E-04
 56  0.14576E-04  0.67426E-05  0.66215E-05
 57  0.55248E-05  0.38929E-05  0.35915E-05
 58  0.24379E-05  0.23742E-05  0.18525E-05
 59  0.25573E-05  0.14035E-05  0.10519E-05
 60 -0.46184E-05  0.67804E-05  0.66368E-05
 61  0.30053E-05  0.36935E-05  0.32722E-05
 62  0.15037E-05  0.19659E-05  0.17053E-05
 63  0.14122E-05  0.13062E-05  0.89449E-06
 64  0.84023E-06  0.84672E-06  0.49856E-06
 65 -0.40698E-06  0.52610E-06  0.34868E-06
 66  0.29837E-04  0.36693E-04  0.33637E-04
 67  0.41964E-04  0.17860E-04  0.17135E-04
 68  0.26222E-04  0.93158E-05  0.92586E-05
 69  0.10646E-04  0.50240E-05  0.49150E-05
 70  0.59265E-05  0.26717E-05  0.25658E-05
 71  0.33318E-05  0.16197E-05  0.14474E-05
 72  0.24510E-05  0.11043E-05  0.87074E-06
 73  0.22123E-05  0.48022E-05  0.45317E-05
 74  0.48532E-05  0.26677E-05  0.23020E-05
 75  0.14842E-05  0.14578E-05  0.11703E-05
 76  0.15449E-05  0.87703E-06  0.61437E-06
 77  0.22520E-06  0.54678E-06  0.37777E-06
 78  0.43017E-06  0.39272E-06  0.28993E-06
 79  0.17993E-04  0.43692E-04  0.38801E-04
 80  0.78403E-04  0.22336E-04  0.20532E-04
 81  0.60374E-04  0.11387E-04  0.10503E-04
 82  0.34669E-05  0.58456E-05  0.56332E-05
 83  0.53342E-05  0.33721E-05  0.28909E-05
 84  0.28687E-05  0.20335E-05  0.16564E-05
 85  0.18434E-05  0.12885E-05  0.94215E-06
 86  0.78449E-05  0.56872E-05  0.53228E-05
 87  0.44837E-05  0.28459E-05  0.26546E-05
 88  0.25373E-05  0.16078E-05  0.12747E-05
 89  0.20081E-05  0.11129E-05  0.75955E-06
 90  0.86912E-06  0.67354E-06  0.45011E-06
 91  0.75144E-06  0.45702E-06  0.33398E-06
 92  0.48162E-04  0.45367E-04  0.44254E-04
 93  0.79893E-04  0.23989E-04  0.22819E-04
 94  0.52354E-04  0.12670E-04  0.12465E-04
 95  0.14380E-04  0.67157E-05  0.69093E-05
 96  0.55289E-05  0.38366E-05  0.35099E-05
 97  0.64961E-05  0.22150E-05  0.20307E-05
 98  0.31965E-05  0.15511E-05  0.12945E-05
 99  0.14069E-04  0.66737E-05  0.63227E-05
100  0.21588E-05  0.35133E-05  0.30890E-05
101  0.28167E-05  0.19485E-05  0.16789E-05
102  0.12181E-05  0.12457E-05  0.86442E-06
103  0.86705E-06  0.78372E-06  0.52556E-06
104  0.38017E-06  0.54019E-06  0.44242E-06
105  0.13554E-03  0.40770E-04  0.36820E-04
106  0.91279E-04  0.20509E-04  0.20046E-04
107  0.43764E-04  0.10960E-04  0.10266E-04
108  0.32898E-04  0.58569E-05  0.55049E-05
109  0.10072E-04  0.33484E-05  0.29616E-05
110  0.23655E-05  0.19847E-05  0.17414E-05
111  0.30506E-05  0.13001E-05  0.11492E-05
112  0.21809E-05  0.57062E-05  0.46682E-05
113  0.88862E-05  0.31311E-05  0.24815E-05
114  0.48764E-05  0.16471E-05  0.14130E-05
115  0.13735E-05  0.11382E-05  0.73218E-06
116  0.22816E-05  0.69040E-06  0.46288E-06
117  0.95639E-06  0.48813E-06  0.39953E-06
118  0.27659E-03  0.65116E-04  0.62202E-04
119  0.14156E-03  0.31591E-04  0.30562E-04
120  0.76945E-04  0.16188E-04  0.15776E-04
121  0.36612E-04  0.91169E-05  0.86260E-05
122  0.15676E-04  0.50413E-05  0.46331E-05
123  0.10957E-04  0.33627E-05  0.26800E-05
124  0.98372E-06  0.19160E-05  0.16027E-05
125  0.12886E-04  0.90156E-05  0.83550E-05
126  0.12658E-04  0.47208E-05  0.40549E-05
127  0.68866E-05  0.28071E-05  0.21017E-05
128  0.62574E-05  0.19780E-05  0.11469E-05
129  0.18982E-05  0.11990E-05  0.68843E-06
130  0.11637E-05  0.78496E-06  0.58918E-06
131  0.15023E-02  0.37789E-03  0.31791E-03
132  0.31146E-03  0.21549E-03  0.16958E-03
133  0.27568E-03  0.13880E-03  0.98902E-04
134 -0.69336E-04  0.16659E-03  0.68108E-04
135 -0.75957E-05  0.18153E-03  0.67548E-04
136  0.85548E-03  0.37858E-03  0.36519E-03
137  0.25236E-03  0.23047E-03  0.18736E-03
138  0.17135E-03  0.15048E-03  0.10161E-03
139  0.12644E-03  0.17918E-03  0.71857E-04
140  0.97148E-05  0.14023E-03  0.71634E-04
141  0.22429E-02  0.43095E-03  0.36468E-03
142  0.70464E-03  0.22532E-03  0.18276E-03
143  0.41835E-03  0.16631E-03  0.10324E-03
144  0.80756E-04  0.16876E-03  0.77271E-04
145 -0.28275E-04  0.19009E-03  0.83365E-04
146  0.30297E-02  0.53899E-03  0.41041E-03
147  0.11559E-02  0.26853E-03  0.21957E-03
148  0.35249E-03  0.22566E-03  0.12355E-03
149  0.20473E-03  0.21912E-03  0.87743E-04
150 -0.56011E-04  0.18993E-03  0.90833E-04
151  0.31635E-03  0.29097E-03  0.25901E-03
152  0.96912E-04  0.19734E-03  0.12921E-03
153  0.24337E-05  0.15266E-03  0.76808E-04
154 -0.42822E-05  0.17559E-03  0.57918E-04
155 -0.24110E-04  0.16650E-03  0.62008E-04
156 -0.15585E-03  0.34744E-03  0.26844E-03
157 -0.11199E-03  0.16039E-03  0.14517E-03
158 -0.68231E-04  0.14288E-03  0.86293E-04
159  0.63647E-06  0.18760E-03  0.60422E-04
160 -0.36793E-04  0.14053E-03  0.63820E-04
161  0.55621E-03  0.31427E-03  0.26345E-03
162  0.51498E-03  0.17749E-03  0.13959E-03
163  0.81309E-04  0.15539E-03  0.83901E-04
164  0.87408E-04  0.17520E-03  0.67272E-04
165 -0.37061E-04  0.20784E-03  0.75016E-04
166  0.13636E-02  0.41214E-03  0.31830E-03
167  0.42571E-03  0.22962E-03  0.17116E-03
168  0.52154E-04  0.19237E-03  0.96939E-04
169  0.22665E-03  0.22073E-03  0.81876E-04
170 -0.13488E-04  0.18209E-03  0.86960E-04
171  0.34728E-03  0.13798E-03  0.13441E-03
172  0.11433E-03  0.82157E-04  0.73823E-04
173  0.10973E-03  0.71554E-04  0.44243E-04
174  0.48614E-04  0.96102E-04  0.38002E-04
175  0.46836E-04  0.86267E-04  0.43104E-04
176  0.20202E-03  0.13354E-03  0.14684E-03
177 -0.58080E-04  0.85131E-04  0.77331E-04
178  0.24988E-04  0.74280E-04  0.48227E-04
179  0.24084E-04  0.10722E-03  0.39801E-04
180  0.28326E-04  0.98306E-04  0.44133E-04
181  0.92269E-04  0.14163E-03  0.14273E-03
182  0.19685E-03  0.85873E-04  0.74727E-04
183  0.40612E-04  0.71985E-04  0.46486E-04
184 -0.15008E-05  0.98551E-04  0.43642E-04
185  0.17981E-04  0.10007E-03  0.52680E-04
186  0.76530E-03  0.16990E-03  0.16528E-03
187  0.35500E-03  0.98228E-04  0.89997E-04
188  0.21776E-03  0.90049E-04  0.55954E-04
189  0.17781E-03  0.12471E-03  0.51397E-04
190  0.12664E-03  0.12808E-03  0.60470E-04
191  0.95186E-03  0.25687E-03  0.25046E-03
192  0.48177E-03  0.14982E-03  0.12885E-03
193  0.27119E-03  0.11783E-03  0.77512E-04
194  0.92005E-04  0.13793E-03  0.59143E-04
195  0.80865E-04  0.13799E-03  0.62996E-04
196  0.78554E-03  0.29557E-03  0.27120E-03
197  0.16157E-03  0.15339E-03  0.14087E-03
198  0.71373E-04  0.12263E-03  0.78839E-04
199  0.77808E-04  0.14719E-03  0.60866E-04
200  0.87613E-04  0.16177E-03  0.65235E-04
201  0.17429E-02  0.27482E-03  0.26481E-03
202  0.64123E-03  0.17418E-03  0.14428E-03
203  0.28580E-03  0.11816E-03  0.86968E-04
204  0.15412E-03  0.14574E-03  0.65427E-04
205  0.13273E-03  0.15677E-03  0.76138E-04
206  0.21927E-02  0.35861E-03  0.30952E-03
207  0.12395E-02  0.20130E-03  0.16581E-03
208  0.49588E-03  0.15566E-03  0.99870E-04
209  0.24254E-03  0.19308E-03  0.75141E-04
210  0.22760E-03  0.21332E-03  0.81676E-04
