0.025 4.082522289645514058e-03
0.075 2.560562611998448146e-01
0.125 8.087618562788794208e-01
0.175 1.041710404430927328e+00
0.225 2.210021689785016008e+00
0.275 1.556674919730768325e+00
0.325 2.172704460144485594e+00
0.375 1.340351627497201603e+00
0.425 3.892270708399394041e-01
0.475 3.232942100121515838e-01
0.525 5.597591500869805170e-01
0.575 2.839681664349740231e-01
0.625 3.026593793073326655e-01
0.675 6.199673818632777111e-01
0.725 7.120435855935014491e-01
0.775 2.624605528424929224e-01
0.825 3.483536729099334650e-01
0.875 2.191174344107227889e-01
0.925 2.642690585270126014e-01
0.975 1.173607041410976937e+00
1.025 4.014548462416944741e-01
1.075 4.064081747066752848e-01
1.125 4.693606836079376454e-01
1.175 5.294306178439101007e-01
1.225 7.956715497670503456e-01
1.275 4.127342200056752231e-01
1.325 3.184839121429071107e-01
1.375 2.246773841934130433e-01
1.425 1.776727050285117349e-01
1.475 7.610066815378477290e-02
1.525 4.277205589757427512e-02
1.575 2.635456447462491622e-02
1.625 3.593899486224134965e-02
1.675 1.189792980310333407e-03
1.725 6.581540839098394590e-04
1.775 7.914218958372919860e-03
1.825 3.514242462167221914e-02
1.875 8.666477727963063649e-03
1.925 1.296985362579604339e-02
1.975 2.623675843608064620e-02
2.025 4.180126206626541552e-02
2.075 3.113649435509622393e-02
2.125 2.464667986456536494e-03
2.175 3.313386740478352355e-02
2.225 5.697970351618038970e-02
2.275 7.735760685360098914e-03
2.325 4.480569815939462741e-02
2.375 2.628526646640028455e-02
2.425 1.430928733085546625e-03
2.475 1.031480314993197568e-02
2.525 3.827831055130768295e-02
2.575 4.926890526918120683e-02
2.625 3.662270683855801262e-02
2.675 2.067708479746211900e-02
2.725 1.311318640615492630e-02
2.775 4.720733209850697110e-02
2.825 1.172086317569205755e-01
2.875 3.013363045391968635e-03
2.925 3.627390855821084874e-03
2.975 4.998070756248385038e-02
3.025 8.861060132483025015e-03
3.075 2.479235702364204416e-02
3.125 1.438763304497821560e-06
3.175 7.215806253824932383e-03
3.225 4.442521786612301238e-01
3.275 0.000000000000000000e+00
3.325 1.598070534971168452e-02
3.375 4.709843651578953378e-05
3.425 0.000000000000000000e+00
3.475 4.834780718381092787e-03
