0.030  17085.1   4344.0  16686.8  10486.7 -15558.5  12083.1
0.050   9321.3   2193.7   5399.0   5256.6  -1863.7   6035.0
0.070   8372.5   1243.9   4855.0   3101.3   1645.7   3895.7
0.090   6042.7    822.0   3061.5   2014.7  -1421.9   2579.8
0.110   4030.8    596.0   1834.0   1375.7    324.6   1766.9
0.130   3722.2    437.6   2197.9    993.5    930.4   1341.0
0.150   2876.4    330.7   3228.1    782.7   1650.5   1029.1
0.170   2263.2    263.1   2167.8    706.0    475.7    837.9
0.190   1658.7    241.7   1355.7    547.7    781.4    742.6
0.210   1660.4    193.1    720.1    466.4    501.4    618.9
0.230   1549.1    174.1    500.7    431.0    646.5    524.1
0.250   1387.7    156.6    819.7    367.0    174.6    493.1
0.270    981.8    146.0    453.3    336.0     -9.0    426.5
0.290   1031.7    133.2   1004.8    293.8   -119.2    396.6
