0.030  10033.4   4460.8  19077.3   8523.0 -16243.5  12104.1
0.050  13186.0   2434.8  -1429.9   6084.6  -1598.0   6395.4
0.070  11377.7   1497.2   6680.3   3891.5   9918.8   4627.2
0.090   5995.1    926.6    -54.0   2545.8  -1771.8   2767.1
0.110   5122.3    632.7   3813.8   1709.6   -453.7   1939.9
0.130   3156.5    466.5   1245.7   1177.0    432.1   1483.1
0.150   2261.9    353.7    161.5    920.3   -931.1   1043.2
0.170   2339.6    285.3   1805.4    719.9   1362.7    915.6
0.190   1754.7    227.7    371.5    558.5   -858.8    753.9
0.210   1818.0    198.0   -323.4    467.1   -539.7    551.6
0.230   1379.5    167.4   -121.6    413.7    -55.3    490.2
0.250   1236.3    144.3    340.8    342.6   -616.6    454.6
0.270    964.8    125.2    379.5    301.5   -312.6    386.5
0.290    724.5    115.4    440.7    264.8    323.1    341.2
