 1 1  123897552.
 1 2  8322911.
 1 3  440548.531
 1 4 -221988.453
 1 5  434102.719
 1 6  162113.188
 1 7 -37114.0039
 1 8  164036.844
 1 9  65105.082
 1 10  28777.207
 1 11 -72868.6562
 1 12  33485.9883
 1 13  39555.5156
 1 14  5760.25488
 1 15  2933.51196
 1 16  272129664.
 1 17  203481.891
 1 18 -2899064.75
 1 19  1187618.5
 1 20  636232.188
 1 21 -125498.961
 1 22  149333.938
 1 23  299922.594
 1 24 -14229.7031
 1 25 -95942.7734
 1 26  7040.04883
 1 27  131461.594
 1 28  59112.7461
 1 29 -31070.0059
 1 30  17411.6934
 1 31  363010560.
 1 32 -1863096.12
 1 33 -685704.188
 1 34  121868.602
 1 35 -241924.062
 1 36  602652.125
 1 37  334308.281
 1 38 -230177.766
 1 39 -59438.9961
 1 40 -154864.781
 1 41  25912.3965
 1 42  25437.0742
 1 43  102351.125
 1 44 -35688.543
 1 45  19062.1211
 2 1  8322911.
 2 2  11435846.
 2 3  1418477.38
 2 4 -109864.484
 2 5  104766.125
 2 6  144216.312
 2 7  52998.7227
 2 8  47837.0742
 2 9  54557.668
 2 10  29030.6641
 2 11  24930.4414
 2 12  9959.97656
 2 13  27100.627
 2 14  6757.46045
 2 15 -7864.19824
 2 16  16441252.
 2 17  5695418.
 2 18  263975.25
 2 19 -142629.328
 2 20  86984.875
 2 21  127743.109
 2 22  130899.633
 2 23  210757.047
 2 24  153040.484
 2 25  2004.78296
 2 26  19506.0723
 2 27  9671.8418
 2 28  59193.3203
 2 29  29434.4922
 2 30 -3224.56543
 2 31  24662754.
 2 32  6107503.5
 2 33 -28224.2461
 2 34  43757.8633
 2 35  37976.6094
 2 36  113626.953
 2 37  127625.312
 2 38  30328.0078
 2 39  103006.641
 2 40 -45593.4336
 2 41  26751.7148
 2 42 -10105.9922
 2 43  28923.6191
 2 44  50734.6875
 2 45  48249.3086
 3 1  440548.531
 3 2  1418477.38
 3 3  2182143.
 3 4  171930.297
 3 5  61381.2148
 3 6  56465.8789
 3 7  44590.5234
 3 8  53959.3711
 3 9  21105.2949
 3 10  9829.9707
 3 11  15688.5049
 3 12  12969.708
 3 13  8897.6543
 3 14  9841.38086
 3 15  3420.59644
 3 16  2078399.5
 3 17  1367025.5
 3 18  1658476.5
 3 19 -47778.3359
 3 20 -9891.96191
 3 21  143329.078
 3 22  64196.6953
 3 23  73139.9062
 3 24  58083.1875
 3 25  27211.9941
 3 26  25628.4375
 3 27  14801.1299
 3 28  15053.9951
 3 29  9509.11426
 3 30  11298.3652
 3 31  2488090.25
 3 32  1318724.25
 3 33  955991.312
 3 34 -241760.922
 3 35  179028.344
 3 36  180267.766
 3 37  35139.6328
 3 38  82307.1641
 3 39  13636.8027
 3 40 -11490.082
 3 41 -4914.15527
 3 42  32579.8594
 3 43 -9642.61035
 3 44  28441.8125
 3 45  36654.8984
 4 1 -221988.453
 4 2 -109864.484
 4 3  171930.297
 4 4  782256.625
 4 5  84742.7031
 4 6  3996.10083
 4 7  28259.0137
 4 8  7549.71533
 4 9  13580.7783
 4 10  9002.87109
 4 11  1117.46118
 4 12  7728.60791
 4 13  4499.87451
 4 14 -35.7895622
 4 15 -419.669434
 4 16 -919202.5
 4 17 -369204.219
 4 18  39726.4453
 4 19  686969.625
