0.030  19363.9   3788.9   9001.1   8051.1 -13590.7   9257.6
0.050  11783.1   1857.6   4357.8   4380.1    836.9   5321.2
0.070   9795.3   1011.9   2445.5   2539.4   7218.2   3302.4
0.090   7101.1    677.4   1322.1   1606.3   2326.5   2062.8
0.110   5025.2    488.0    161.9   1278.2    724.1   1525.2
0.130   3759.0    366.5    -13.0    856.0    859.2   1120.3
0.150   2793.4    294.7    413.6    687.1    614.2    855.0
0.170   2352.5    236.6    788.1    580.1    197.7    729.6
0.190   1914.7    204.5    458.8    452.0   -304.2    621.0
0.210   1684.6    179.6    921.1    412.3    670.1    537.2
0.230   1645.3    162.9    167.7    345.2   -143.2    463.8
0.250   1200.6    141.5   -172.6    323.6    739.2    411.9
0.270   1171.1    124.9    592.9    294.1   1006.0    392.0
0.290   1019.9    115.7    271.2    275.4    312.2    309.5
