0.030  12482.2   3946.2  10002.7   8069.3 -22476.9  11624.9
0.050   7203.9   2048.7   3969.1   4641.5    496.8   5523.1
0.070   8055.6   1361.2   5447.4   3165.0   2173.6   3748.1
0.090   6109.0    813.9    504.2   1920.2   -651.8   2282.7
0.110   4391.1    531.3   1691.5   1357.1    597.8   1638.0
0.130   3431.8    401.1   1849.8   1026.0  -1545.2   1262.5
0.150   2706.0    313.6    760.9    752.9  -1191.0    962.4
0.170   2290.5    245.1    784.7    625.3    452.8    743.8
0.190   1800.4    192.7    916.5    515.1    -67.3    628.1
0.210   1424.9    169.6    752.6    423.0    201.9    523.1
0.230   1159.7    147.2    686.1    338.6   -163.2    435.3
0.250   1067.7    133.4    617.4    303.8     98.3    403.9
0.270    974.8    117.6    503.7    268.7    177.1    343.7
0.290    928.1     97.9    245.7    224.1    435.3    293.6
