0.025 3.955395196112659537e-03
0.075 0.000000000000000000e+00
0.125 9.517214204290226631e-03
0.175 1.510478283075040312e-02
0.225 1.009263073392264488e-02
0.275 3.750280250044663727e-02
0.325 2.799850966134275199e-01
0.375 3.741521162157840918e-01
0.425 2.746344705007576215e-01
0.475 1.077030267070689940e+00
0.525 2.556002381995818418e+00
0.575 1.700556569582053257e+00
0.625 2.678257767693374980e+00
0.675 3.535099066713096594e+00
0.725 2.102680196389511202e+00
0.775 9.324962777101613032e-01
0.825 6.810445329287073690e-01
0.875 4.484960030615304238e-01
0.925 3.794850020456784212e-01
0.975 6.578202622861352156e-01
1.025 6.888807313177698344e-01
1.075 3.451651612789269352e-01
1.125 2.754182955472976313e-01
1.175 2.645104437478784654e-01
1.225 1.659231026050108360e-01
1.275 1.024573511586276131e-01
1.325 8.724273919225918050e-02
1.375 1.075277950418826317e-01
1.425 5.111644710572374461e-02
1.475 3.014922866837848204e-03
1.525 1.493998857321276671e-02
1.575 0.000000000000000000e+00
1.625 3.869636977287647939e-02
1.675 0.000000000000000000e+00
1.725 0.000000000000000000e+00
1.775 0.000000000000000000e+00
1.825 1.248116879136694285e-03
1.875 1.392285646924184791e-05
1.925 0.000000000000000000e+00
1.975 0.000000000000000000e+00
2.025 0.000000000000000000e+00
2.075 0.000000000000000000e+00
2.125 1.962365423660862238e-03
2.175 0.000000000000000000e+00
2.225 0.000000000000000000e+00
2.275 2.795708263250975753e-04
2.325 7.705224478708992686e-03
2.375 2.227850850957644284e-05
2.425 2.455187007558875514e-06
2.475 0.000000000000000000e+00
2.525 1.206589789671547695e-02
2.575 5.517368386316306560e-04
2.625 0.000000000000000000e+00
2.675 0.000000000000000000e+00
2.725 3.531520811951060273e-10
2.775 3.699703151264602691e-05
2.825 6.748686068658404751e-03
2.875 1.375891037723374734e-03
2.925 4.098493631934041481e-03
2.975 7.444171773432324094e-10
3.025 4.079051380848210812e-03
3.075 3.281203535919931594e-03
3.125 2.594815854240978075e-05
3.175 0.000000000000000000e+00
3.225 0.000000000000000000e+00
3.275 7.884816918537257760e-03
3.325 1.853291148544978747e-04
3.375 1.004388370339130368e-04
3.425 0.000000000000000000e+00
3.475 4.952538981114904676e-02
