0.025 4.184359068628963965e-03
0.075 0.000000000000000000e+00
0.125 1.337677302199447894e-02
0.175 1.331053435406588659e-02
0.225 3.199244709980844648e-01
0.275 2.922997394086955247e-01
0.325 2.045364323032702103e+00
0.375 3.929497966888845895e+00
0.425 3.203867577411503298e+00
0.475 2.398673738138446421e+00
0.525 3.013501730188547612e+00
0.575 8.331384620952480002e-01
0.625 5.131724027352915218e-01
0.675 7.856683907313181114e-01
0.725 2.319933441512798400e-01
0.775 1.089550906152397802e-01
0.825 1.229631476965395154e-01
0.875 5.971379629088749419e-02
0.925 7.093279381032785436e-02
0.975 1.767062321193566543e-01
1.025 1.138065254438619528e-01
1.075 7.327325590284565482e-02
1.125 2.365236267355682598e-01
1.175 3.028252427015380444e-01
1.225 2.385084802314256791e-01
1.275 7.520308166237867076e-02
1.325 1.006408220689433558e-01
1.375 1.238920419192492545e-01
1.425 9.779656677136224982e-03
1.475 1.857513315462304068e-02
1.525 0.000000000000000000e+00
1.575 3.501809747598602640e-02
1.625 3.886698534415694573e-02
1.675 0.000000000000000000e+00
1.725 0.000000000000000000e+00
1.775 0.000000000000000000e+00
1.825 0.000000000000000000e+00
1.875 0.000000000000000000e+00
1.925 0.000000000000000000e+00
1.975 0.000000000000000000e+00
2.025 1.416328281911474589e-04
2.075 3.245978830872183842e-11
2.125 1.195252580948816940e-04
2.175 0.000000000000000000e+00
2.225 7.093279324025057568e-05
2.275 0.000000000000000000e+00
2.325 1.000635835216799885e-01
2.375 4.794579571527538171e-03
2.425 7.539557438446115034e-03
2.475 0.000000000000000000e+00
2.525 3.870106023469665341e-02
2.575 5.330668555143844300e-02
2.625 1.464195568461465653e-02
2.675 3.236845876848799645e-03
2.725 0.000000000000000000e+00
2.775 0.000000000000000000e+00
2.825 2.295052972285207410e-02
2.875 2.660144431152899891e-02
2.925 1.879863209823025771e-03
2.975 1.261107071493485556e-05
3.025 2.679643134791512803e-03
3.075 3.036114496877274075e-05
3.125 0.000000000000000000e+00
3.175 0.000000000000000000e+00
3.225 0.000000000000000000e+00
3.275 0.000000000000000000e+00
3.325 1.767274057121015322e-05
3.375 3.827849865765546415e-03
3.425 6.006782529549364869e-03
3.475 2.092190614034795670e-01
